Symbol,Date,Adj Close USD,Close USD,High USD,Low USD,Open USD
NXSN.TA,2024-01-01,8.386391403820882,8.500000511275402,8.74722257574399,8.472222626209259,8.472222626209259
000660.KS,2024-01-02,0.08471487121917798,0.08510404742622409,0.0853431037392191,0.08349041731350777,0.08349041731350777
005930.KS,2024-01-02,0.04688365873762107,0.04757220628600729,0.047691734442504796,0.04673550919052475,0.04673550919052475
0981.HK,2024-01-02,0.3180807839752143,0.3180807839752143,0.32873812378506745,0.31578536559938647,0.32873812378506745
2317.TW,2024-01-02,0.10884437362776349,0.11163525500283435,0.11163525500283435,0.11057206209804545,0.1111036585504399
2382.TW,2024-01-02,0.2203257044624973,0.2275232816248243,0.23921840357750218,0.22699168517242985,0.2386868071251077
2454.TW,2024-01-02,0.9940806937431754,1.0429922395979094,1.079140798360732,1.0419290466931206,1.0738248338367875
3690.HK,2024-01-02,1.3018358365770992,1.3018358365770992,1.3641402462067276,1.289538898810485,1.3567621335831266
ADYEN.AS,2024-01-02,1412.5304112293773,1412.5304112293773,1431.2959424015855,1393.2775834337542,1416.1860283896474
CSU.TO,2024-01-02,1851.5697817432963,1854.0913764565266,1872.7398440116071,1831.103248716107,1872.7398440116071
DSY.PA,2024-01-02,52.32342380724205,52.63479404075326,54.072670495661434,52.42155063607569,53.859427090983864
IFX.DE,2024-01-02,44.68154716260121,45.159058993278315,46.33494936576616,44.81786489743662,46.060775289731346
NXSN.TA,2024-01-02,8.498757555690418,8.613889363209411,8.861111427677999,8.569444959031216,8.861111427677999
SU.PA,2024-01-02,214.76207888419543,217.97227182626767,221.74973173582183,216.85121812832983,221.53040363105228
WKL.AS,2024-01-02,153.0924023397591,155.36372931147793,157.92266876103912,155.24187726547862,157.49617265496877
000660.KS,2024-01-03,0.07964023165241552,0.08000608550375281,0.0823454447290087,0.08000608550375281,0.08187757288395754
005930.KS,2024-01-03,0.04438087026016168,0.04503266508617664,0.04608537673754181,0.04503266508617664,0.045909924795647615
0981.HK,2024-01-03,0.3101200474886223,0.3101200474886223,0.3173245031994103,0.3078276922801244,0.31437724289803626
2317.TW,2024-01-03,0.10685491819387337,0.10959478296723998,0.11011915991923635,0.10907040601524362,0.10959478296723998
2382.TW,2024-01-03,0.21733350708437174,0.2244333354544436,0.22653084326242906,0.21918956593447997,0.21971394288647633
2454.TW,2024-01-03,0.9525923117471734,0.9994624705050691,1.0246325642008942,0.9994624705050691,1.0235838102969015
3690.HK,2024-01-03,1.277157498523593,1.277157498523593,1.2853444055654109,1.2681518508086782,1.2681518508086782
ADYEN.AS,2024-01-03,1361.2396568043719,1361.2396568043719,1398.8324083057325,1349.2674522590387,1388.5363416257615
CSU.TO,2024-01-03,1858.411327447732,1860.9420711346436,1874.82009890298,1825.6076783847311,1831.8677508400385
DELTA.BK,2024-01-03,0.07639658920417428,0.07690178258742186,0.07775624683839322,0.07647455046193617,0.07775624683839322
DSY.PA,2024-01-03,51.11048131829341,51.41463205457025,51.77379727752352,50.85792436053092,51.540339654252215
IFX.DE,2024-01-03,42.22367789560309,42.674923649883816,44.16546183700837,42.30378366484639,43.63269910010374
NXSN.TA,2024-01-03,8.409122685928024,8.523039728403091,8.635763760278337,8.385571345686913,8.525789158985448
SU.PA,2024-01-03,206.3335905879155,209.41779971479025,213.53624100128627,207.55013872861974,213.53624100128627
WKL.AS,2024-01-03,150.47300613373775,152.70547262935037,153.18435350391,151.56810771710343,153.1244979616236
000660.KS,2024-01-04,0.07917588342577586,0.0795396138814839,0.08093913787939856,0.07918973288200522,0.07977286788113634
005930.KS,2024-01-04,0.04402162644909413,0.044668140933443304,0.04507633543283508,0.04437657343387774,0.04437657343387774
0981.HK,2024-01-04,0.3090700692355139,0.3090700692355139,0.3113667582323889,0.304476659951723,0.3113667582323889
2317.TW,2024-01-04,0.10523043231451758,0.1079286469035876,0.10896642235458363,0.1079286469035876,0.10844753462908562
2382.TW,2024-01-04,0.2200831694099814,0.22727282376813157,0.2283105992191276,0.22052728333665736,0.22208394651315141
2454.TW,2024-01-04,0.9422143460790668,0.9630556185243201,0.9827733520932448,0.9568289658183438,0.9755089239362725
3690.HK,2024-01-04,1.2713869517916176,1.2713869517916176,1.2869716450075785,1.2475997621124848,1.2795894482547892
6857.T,2024-01-04,0.22446979609440404,0.2256865884382425,0.22656683948740575,0.21874238571706583,0.2201116651268753
6861.T,2024-01-04,2.948693351055152,2.9630228371556044,3.0104585881382895,2.9400385042052304,3.0075244179744125
7974.T,2024-01-04,0.3439483312203269,0.35092675159974607,0.3557192295340793,0.34906844382929036,0.35342079623904193
8035.T,2024-01-04,1.1558998122496893,1.1739125797313132,1.1788028633377758,1.1680442394035584,1.1736680655509901
ADYEN.AS,2024-01-04,1341.0428937007061,1341.0428937007061,1360.149470992969,1307.845157346753,1350.1184887602078
CSU.TO,2024-01-04,1863.8624477163992,1866.4008589705663,1873.6528165381426,1848.8886442099156,1852.7727258655036
DELTA.BK,2024-01-04,0.07286694513437332,0.07334879885801346,0.07651038501568645,0.07313802644750192,0.07608884019466339
DSY.PA,2024-01-04,50.178585385367015,50.477189430640756,51.22951218702525,50.22641669696693,51.22951218702525
IFX.DE,2024-01-04,41.25325808546026,41.69413522824719,42.75096578036576,40.30293647586717,42.50019304669193
NXSN.TA,2024-01-04,8.772025359543477,8.890858441591263,9.096032097935677,8.713041377116156,8.767754039071178
SU.PA,2024-01-04,206.01811425054285,209.09761253078352,209.55138135088743,207.47355273208314,208.61993716560573
WKL.AS,2024-01-04,150.97101653629724,153.21087030662397,153.44969887848686,152.0167092258575,152.13612351178898
000660.KS,2024-01-05,0.0796051422146287,0.07997084525494112,0.07997084525494112,0.07898211480451639,0.07898211480451639
005930.KS,2024-01-05,0.04390621141839929,0.044551030883843566,0.0448418339574979,0.044434709654381836,0.04460919149857443
0981.HK,2024-01-05,0.30271200884003396,0.30271200884003396,0.31058320116160953,0.3000882884919135,0.3066476206394286
2317.TW,2024-01-05,0.10514843020139035,0.10784454217344068,0.10836302554927453,0.10784454217344068,0.10784454217344068
2382.TW,2024-01-05,0.21639709390300507,0.2234663349843891,0.2296881354943953,0.2234663349843891,0.2276142019910599
2454.TW,2024-01-05,0.9343784359830584,0.9550463782859506,0.9695639128092983,0.9550463782859506,0.9633421122992923
3690.HK,2024-01-05,1.2749653225665363,1.2749653225665363,1.3053020930013324,1.2495479574107353,1.2593870181864353
6857.T,2024-01-05,0.22130459838719085,0.22250423284545384,0.22493779833443478,0.21859144127493546,0.22002295038610067
6861.T,2024-01-05,2.8553454826102103,2.869221428478906,2.8954657621836026,2.869221428478906,2.890694065146385
7974.T,2024-01-05,0.3378058844417823,0.3446596769982228,0.3478567140131586,0.34341903576854627,0.3436576206204071
8035.T,2024-01-05,1.133273200084362,1.1509333253768703,1.157136531525253,1.1294606887093914,1.1452072889322094
ADYEN.AS,2024-01-05,1354.0121100413653,1354.0121100413653,1355.6898270217096,1312.5455237336644,1329.8032743079857
CSU.TO,2024-01-05,1874.9329828896364,1877.4864145786632,1886.6141047195292,1860.262317364645,1871.178805903292
DELTA.BK,2024-01-05,0.07036332034073753,0.07082861752851906,0.07398122661732555,0.07082861752851906,0.07293035692105673
DSY.PA,2024-01-05,50.07895306020008,50.3769661702692,50.3769661702692,49.67587233905483,50.335020502719665
IFX.DE,2024-01-05,41.66239371273071,42.10763954469987,42.30538536531979,41.21479343729692,41.34662398437686
SU.PA,2024-01-05,204.39694510984245,207.45219895812752,208.5068250478276,205.0552932199028,208.5068250478276
WKL.AS,2024-01-05,151.0412239310818,153.28212378816647,153.40196724638372,151.90390115999327,152.62297105276673
000660.KS,2024-01-08,0.07851143808774537,0.07887210762216372,0.07997399736100277,0.0785241424414777,0.07974202057387877
005930.KS,2024-01-08,0.04372342432440607,0.0443655605374671,0.044945502505277124,0.04430756634068609,0.04465553152137211
0981.HK,2024-01-08,0.29205705972674806,0.29205705972674806,0.306151855120905,0.2868124934201076,0.306151855120905
2317.TW,2024-01-08,0.10329831694038569,0.10594699010015785,0.10855652187602383,0.10594699010015785,0.1080346155208506
2382.TW,2024-01-08,0.21630954241520137,0.2233759200141259,0.2275511708555114,0.2233759200141259,0.22650735814516504
