Price,Adj Close,Close,High,Low,Open,Volume
Ticker,XIACF,XIACF,XIACF,XIACF,XIACF,XIACF
Date,,,,,,
2021-03-16 00:00:00+00:00,3.2300000190734863,3.2300000190734863,3.5,3.200000047683716,3.299999952316284,37000
2021-03-17 00:00:00+00:00,3.180000066757202,3.180000066757202,3.4000000953674316,3.180000066757202,3.3399999141693115,15100
2021-03-18 00:00:00+00:00,3.2200000286102295,3.2200000286102295,3.299999952316284,3.180000066757202,3.259999990463257,35400
2021-03-19 00:00:00+00:00,3.25,3.25,3.309999942779541,3.180000066757202,3.299999952316284,54800
2021-03-22 00:00:00+00:00,3.309999942779541,3.309999942779541,3.3499999046325684,3.240000009536743,3.319999933242798,198800
2021-03-23 00:00:00+00:00,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.200000047683716,3.25,1170300
2021-03-24 00:00:00+00:00,3.180000066757202,3.180000066757202,3.299999952316284,3.180000066757202,3.299999952316284,1300
2021-03-25 00:00:00+00:00,2.950000047683716,2.950000047683716,3.1700000762939453,2.890000104904175,3.1700000762939453,10000
2021-03-26 00:00:00+00:00,3.200000047683716,3.200000047683716,3.4000000953674316,3.200000047683716,3.25,20600
2021-03-29 00:00:00+00:00,3.299999952316284,3.299999952316284,3.3499999046325684,3.0199999809265137,3.049999952316284,18800
2021-03-30 00:00:00+00:00,3.0999999046325684,3.0999999046325684,3.4000000953674316,3.0999999046325684,3.0999999046325684,15100
2021-03-31 00:00:00+00:00,3.390000104904175,3.390000104904175,3.5,3.25,3.25,12100
2021-04-01 00:00:00+00:00,3.309999942779541,3.309999942779541,3.5999999046325684,3.200000047683716,3.4000000953674316,46700
2021-04-05 00:00:00+00:00,3.490000009536743,3.490000009536743,3.5,3.25,3.5,9400
2021-04-06 00:00:00+00:00,3.200000047683716,3.200000047683716,3.5,3.200000047683716,3.200000047683716,8900
2021-04-07 00:00:00+00:00,3.75,3.75,3.75,3.180000066757202,3.299999952316284,115400
2021-04-08 00:00:00+00:00,3.299999952316284,3.299999952316284,3.5,3.1600000858306885,3.4700000286102295,65100
